timestamp,num_clusters,total_demand_points,centroid_coordinates
2025-03-26 12:41:53,3,5,"[[43.7543217, -79.44910565950553], [43.60949307894737, -79.61537278947368], [43.69355875357143, -79.34752518760772]]"
